QKEY,KP_W32,Device_Type_W32,LANGUAGE_W32,FORM_W32,SATLIFEA_W32,SATLIFEB_W32,SATLIFEC_W32,SATLIFED_W32,SATLIFEE_W32,SOCASSIGN_W32,SOCTRUST_W32,SOCTRUST2_W32,SOCTRUST3_W32,SOCTRUST4_W32,SOCTRUST5_W32,COMMYRS_W32,COMATTACH_W32,FEELA_W32,FEELB_W32,FEELC_W32,FEELD_W32,INC_W32,INCFUTURE_W32,COMMIMPA_W32,COMMIMPB_W32,COMMIMPC_W32,COMMIMPD_W32,COMMIMPE_W32,COMMIMPF_W32,COMMIMPG_W32,COMMIMPH_W32,FAMNEAR_W32,SUCCESSIMPA_W32,SUCCESSIMPB_W32,SUCCESSIMPC_W32,SUCCESSIMPD_W32,FEDSHAREA_W32,FEDSHAREB_W32,FEDSHAREC_W32,LOCALPROBA_W32,LOCALPROBB_W32,LOCALPROBC_W32,LOCALPROBD_W32,LOCALPROBE_W32,LOCALPROBF_W32,LOCALPROBG_W32,LOCALPROBH_W32,LOCALPROBI_W32,LOCALPROBJ_W32,LOCALPROBK_W32,LOCALPROBL_F1_W32,LOCALPROBM_F2_W32,JOBSFUTURE_W32,HARASS1A_W32,HARASS1B_W32,HARASS1C_W32,HARASS1D_W32,HARASS2F1_W32,HARASS3F2_W32,HARASS4_W32,HARASS5_W32,GROWUPNEAR_W32,LIFELOC_W32,REASSTAY_m1_W32,REASSTAY_m2_W32,REASSTAY_m3_W32,REASBACK_m1_W32,REASBACK_m2_W32,REASBACK_m3_W32,REASMOVE_m1_W32,REASMOVE_m2_W32,REASMOVE_m3_W32,VALUEURBAN_W32,VALUESUBURB_W32,VALUERURAL_W32,NEIGHKNOW_W32,NEIGHINTERA_W32,NEIGHINTERB_W32,NEIGHINTERC_W32,NEIGHINTERD_W32,NEIGHKEYS_W32,NEIGHKIDS_W32,NEIGHSAMEA_W32,NEIGHSAMEB_W32,NEIGHSAMEC_W32,IMMCOMM_W32,IMMIMPACT_W32,GROWUPUSR_W32,COMTYPE2_W32,CITYSIZE_W32,SUBURBNEAR_W32,COMTYPE2_INS_W32,VIEWCOMM_W32,PROBSELF_W32,PROBURBAN_W32,PROBSUBURB_W32,PROBRURAL_W32,WANTMOVE_W32,WILLMOVE_W32,MOVEURBAN_W32,MOVESUBURB_W32,MOVERURAL_W32,THERMTRUMP_W32,THERMOBAMA_W32,THERMPENCE_W32,ETHNCMAJ_W32,IMMCULT2_W32,MARRFAM2_W32,ECONFAIR2_W32,WOMENOPPS_W32,GOVT_ROLE_W32,WHADVANT_W32,GAYMARR2_W32,ABORTION_W32,ABORTIONRESTR_W32,ABORTIONALLOW_W32,CLASS_W32,MISINFG_W32,MISINFT_W32,F_CREGION_FINAL,F_AGECAT_FINAL,F_SEX_FINAL,F_EDUCCAT_FINAL,F_EDUCCAT2_FINAL,F_HISP_RECRUITMENT,F_RACECMB_RECRUITMENT,F_RACETHN_RECRUITMENT,F_CITIZEN_RECODE_FINAL,F_MARITAL_FINAL,F_RELIG_FINAL,F_BORN_FINAL,F_ATTEND_FINAL,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME_FINAL,F_INCOME_RECODE_FINAL,F_REG_FINAL,F_IDEO_FINAL,F_INTUSER_FINAL,F_VOLSUM_FINAL,DIVISION_BY_MSA,WEIGHT_W32,WEIGHT_W32_ATP
333334764379,1,3,9,1,1,1,2, ,1,2, ,1, , , ,5,1,2,1,1,2,1, ,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,1, ,2,1,2,2,2,3, ,2, ,1,1,99, , , , , , , , ,3,2,1,2,3,5,5,5,1,8,2,2,3,2,2,3,3, , ,3,3,3,3,3, ,2,4, , , ,50,50,60,3,1,2,1,1,1,4,4,2, ,2,3, , ,3,4,2,3,2, , ,1, ,1, , , ,2, ,2,6,2, ,3,1,1,7,0.3236129037, 
333334764679,1,3,9,1,2,3,1, ,2,3, , ,5, , ,5,2,2,2,2,2,1, ,1,1,3,2,1,1,2,3,1,2,1,1,1,2,2,2,1,1,2,1,2,2,2,2,1,2,2,1, ,2,1,1,1,1,3, ,1,2,1,2, , , ,1, , , , , ,3,2,2,2,5,6,4,6,2,1,1,2,2,3,3,2,2, ,2,2,2,2,3, ,2,3,2, , , ,10,50,50,3,1,2,2,2,2,3,2,2, ,1,2, , ,1,2,2,3,2, , ,1, ,1, , , ,1, ,1,6,2, ,3,1,1,4,0.3117197028, 
333334765189,1,3,9,1,3,3,3,3,3,5, , , , ,2,5,2,2,3,2,2,2,2,3,2,3,2,2,3,2,3,3,2,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,3,1, ,2,1,2,3,2,3, ,2, ,2, , , , , , , , , , ,3,2,1,3,3,3,5,6,1,8,2,3,3,3,3,3,3, , ,3,3,3,3,2, ,3,2, , , ,70,40,80,2,1,2,2,1,2,3,4,99, , ,4, , ,1,3,1,2,3, , ,1, ,3, , , ,1, ,1,7,1, ,2,1,1,1,0.1187745895, 
333334767244,1,2,9,2,2,2,2,2,2,3, , ,6, , ,2,3,3,1,2,2,2,1,2,1,3,2,2,2,2,3,1,2,2,1,1,99,99,99,2,1,3,2,3,3,2,3,2,2,2, ,3,3,3,2,1,2, ,3,2, ,2, , , , , , , , , , ,3,2,2,4, , , , , , ,2,3,99,3,3,3,3, , ,3,3,3,2,3, ,3,3, , , ,50,50,50,3,1,2,1,2,1,4,1,1,1, ,3, , ,1,1,2,2,4, , ,1, ,1, , , ,1, ,1,8,1, ,2,1,2,4,1.2813559242, 
333334767558,1,3,9,1,1,2,2,1,1,3, , ,3, , ,5,2,1,1,1,3,1, ,3,1,3,3,1,1,1,2,2,2,1,1,1,1,1,2,2,2,3,2,2,2,3,3,2,2,3,1, ,2,2,2,2,2,3, ,2, ,1,1,1, , , , , , , , ,4,3,2,1,1,4,6,5,1,8,2,2,3,3,3,3,3, , ,3,3,3,4,3, ,2,4, , , ,75,95,50,3,1,2,2,1,2,4,4,2, ,1,3, , ,2,3,2,2,3, , ,4, ,1, , , ,4,1,1,7,1, ,2,1,1,11,0.5126084841, 
333334767993,1,1,9,1,2,4,3,3,3,5, , , , ,2,2,3,1,1,2,1,2,2,2,2,3,4,2,4,2,2,2,2,1,1,1,3,3,3,3,1,3,2,3,2,3,2,3,2,2,2, ,3,2,2,2,2,3, ,1,3,2, , , , , , , , , , ,2,3,2,4, , , , , , ,2,3,3,2,3,2,2, ,2,2,3,2,3, ,2,1,2, ,2, ,60,50,60,2,1,2,1,2,2,99,1,1,1, ,3, , ,2,1,2,3,2, , ,1, ,1, , , ,3,2,2,6,2, ,4,1,2,6,1.7974839008, 
333334768264,1,1,9,1,2,2,2,1,2,3, , ,6, , ,5,1,2,2,1,2,1, ,3,3,3,4,3,1,3,3,1,2,1,1,1,1,2,2,2,2,3,3,3,2,2,1,1,2,3,2, ,3,2,2,2,2,3, ,1,1,2, , , , , , , , , , ,3,3,2,4, , , , , , ,2,4,4,1,1,2,3, , ,3,3,4,1,1, ,3,4, , , ,50,0,50,2,1,1,1,2,2,2,4,1,2, ,3, , ,3,3,2,3,2, , ,1, ,1, , , ,1, ,1,8,1, ,3,1,2,7,1.3343843427, 
333334768326,1,3,9,1,1,1,2,2,1,1,2, , , , ,3,3,4,2,1,2,1, ,2,1,1,4,1,1,2,4,2,1,1,1,1,99,99,99,2,2,3,3,3,3,1,2,2,2,2,2, ,3,2,1,1,1,3, ,2, ,2, , , , , , , , , , ,99,99,99,2,3,6,6,6,1,1,1,1,2,4, ,3,2, ,1,2,99,3,3, ,3,3,2, , , ,999,999,999,3,99,99,99,99,99,99,99,2, ,2,99, , ,3,2,1,3,2, , ,1, ,1, , , ,1, ,1,5,2, ,99,1,99,13,1.5798557856, 
333334768917,1,3,9,1,3,3,3,4,4,2, ,2, , , ,5,2,1,3,4,2,2,2,4,3,4,2,1,2,2,2,2,3,2,1,1,1,1,2,3,1,3,2,3,1,3,1,1,3,2,1, ,1,1,1,2,3,3, ,1,3,1,2, , , ,7, , , , , ,4,3,2,2,4,4,4,5,1,8,1,4,2,4, ,3,3, , ,3,4,4,3,1, ,1,1, , ,1,80,0,80,2,2,1,2,1,2,4,4,2, ,1,5, , ,2,1,1,1,5, , ,1, ,6, , , ,1, ,1,5,2, ,2,1,1,12,0.2094300795, 
333334769760,1,2,9,2,3,2,2, ,2,2, ,1, , , ,3,2,2,2,2,3,1, ,2,1,3,2,2,3,2,1,4,2,1,1,1,2,1,2,2,2,2,2,3,2,2,2,2,2,2, ,3,1,3,3,2,2, ,3,1,3,2, , , , , , , , , , ,3,2,2,3,2,3,4,5,1,1,2,2,1,3,1,3,2, ,2,2,2,3,3, ,2,2,3, , , ,90,40,95,2,1,1,1,2,2,2,4,2, ,1,2, , ,3,3,2,1,6, , ,1, ,1, , , ,1, ,1,9,1, ,1,1,1,9,0.3242599433, 
333334769796,1,3,9,2,2,1,2, ,2,3, , ,8, , ,5,3,3,1,1,3,2,2,3,2,2,3,2,3,3,3,2,2,1,1,1,1,1,2,2,2,3,3,1,2,2,2,2,2,1, ,3,3,3,3,3,3, ,3,2, ,2, , , , , , , , , , ,3,3,2,3,5,6,6,6,1,1,4,3,4,3,3,2,3, , ,3,3,3,3,3, ,1,3, , ,2,100,0,100,2,1,1,2,2,2,1,4,2, ,2,3, , ,4,4,1,1,5, , ,1, ,1, , , ,1, ,1,4,2, ,1,1,1,17,0.1797328119, 
333334771463,1,3,9,1,1,1,3, ,2,1,1, , , , ,5,1,4,1,1,4,2,1,2,2,2,4,2,1,2,4,1,2,1,1,1,3,3,3,2,1,3,3,3,3,2,2,1,1,3,3, ,3,99,99,99,99,3, ,2, ,1,1,1, , , , , , , , ,2,1,1,3,1,1,6,5,1,1,4,2,99,2,3,1,1,2, ,1,99,2, ,2,2,3,4, , , ,999,999,999,3,1,2,1,1,1,4,99,1,2, ,5, , ,2,3,2,3,2, , ,1, ,1, , , ,2, ,2,6,2, ,3,1,1,12,0.2040899318, 
333334771467,1,3,9,1,1,1,2, ,1,4, , , ,1, ,4,2,4,1,1,2,2,2,2,4,4,1,3,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,3,1,3,2,3,3,3,2, ,3,1,2,2,1,2, ,2, ,2, , , , , , , , , , ,3,3,2,1,2,3,6,5,1,8,1,1,1,4, ,1,3, , ,3,3,3,2,2, ,1,4, , ,2,100,0,100,2,1,1,2,1,2,1,4,2, ,2,2, , ,3,4,1,1,6, , ,1, ,1, , , ,1, ,1,8,1, ,1,1,2,7,0.7270411282, 
333334772435,1,3,9,2,2,3,4,2,3,4, , , ,3, ,2,2,2,3,2,2,2,1,2,2,2,4,2,1,2,4,4,1,1,1,1,99,99,99,3,3,3,2,3,1,1,2,2,3,2, ,2,3,3,3,3,3, ,1,1,3,2, , , , , , , , , , ,2,2,2,2,2,4,4,3,2,8,2,4,4,3,3,1,1,3, ,1,2,3, ,2,2,1,2,1, , ,0,0,0,3,99,99,99,99,99,4,2,99, , ,5, , ,3,1,2,2,3, , ,1, ,2, , , ,4,99,9,2,3, ,3,1,2,14,1.4648455228, 
333334773045,1,3,9,1,1,1,1, ,1,4, , , ,1, ,5,1,3,1,1,3,1, ,3,1,3,3,3,1,1,1,3,2,1,1,1,1,2,2,1,2,99,2,1,2,2,1,1,2,1,2, ,2,99,99,99,99,99, ,2, ,1,1,9,5, , , , , , , ,4,3,3,2,3,3,2,6,1,8,2,2,99,3,3,99,3, , ,3,3,3,4,3, ,2,4, , , ,95,0,50,2,99,99,99,99,99,4,4,2, ,99,4, , ,3,3,2,3,2, , ,1, ,1, , , ,99,99,9,6,2, ,1,1,99,8,0.6200113524, 
333334773692,1,1,9,2,2,1,3,2,2,1,1, , , , ,5,3,3,1,2,2,2,2,3,2,2,2,1,2,3,4,3,2,1,1,1,1,3,1,3,1,3,3,3,3,3,2,2,2,3, ,3,2,2,3,2,2, ,2,1,2,1,2, , , ,2,1,8, , , ,2,2,3,3,4,5,5,6,1,2,2,2,3,3,3,2,2, ,3,2,3,3,2, ,4,1,3, ,2, ,50,50,50,3,1,2,1,1,2,2,2,1,2, ,3, , ,4,2,1,3,2, , ,1, ,1, , , ,1, ,1,8,1, ,3,1,1,15,0.3564339808, 
333334774823,1,1,9,1,1,1,4,2,2,1,2, , , , ,5,2,3,1,1,2,2,1,2,1,2,3,1,2,3,3,1,2,1,1,1,1,3,2,3,1,3,3,3,1,2,2,2,2,3,1, ,3,1,1,1,1,3, ,1,2,1,2, , , ,1, , , , , ,3,1,2,2,4,6,5,6,1,1,1,1,2,2,1,2,2, ,2,2,3,2,2, ,2,3,3, , , ,20,30,60,3,1,2,1,1,2,3,3,2, ,1,3, , ,2,2,1,1,6, , ,1, ,1, , , ,3,1,1,7,1, ,2,1,1,5,0.4596004501, 
333334775063,1,3,10,1,1,2,2,2,2,2, ,1, , , ,4,1,4,1,1,1,1, ,2,1,3,3,2,2,2,4,4,1,2,1,2,1,2,2,2,2,3,2,3,3,2,3,2,2,2,3, ,1,1,1,1,2,2, ,2, ,1,1,3, , , , , , , , ,2,2,2,1,5,6,6,6,1,1,4,3,5,1,1,3,3, , ,3,2,3,2,1, ,3,2, , , ,5,5,8,3,2,2,2,2,1,4,3,1,1, ,3, , ,3,2,2,3,2, , ,3, ,1, , , ,1, ,1,8,1, ,3,1,1,14,0.3368363284, 
333334775644,1,3,9,1,1,2,2, ,1,1,1, , , , ,4,2,2,2,1,3,2,1,1,1,1,3,3,3,2,4,4,2,1,1,1,3,3,2,1,2,2,2,2,1,2,2,2,2,3,2, ,1,3,2,1,1,1, ,1,3,2, , , , , , , , , , ,2,2,3,3,3,4,6,5,1,8,2,3,4,4, ,1,3, , ,3,3,3,1,2, ,3,3, , , ,0,80,0,3,2,2,1,2,1,1,1,1,2, ,4, , ,4,3,2,2,4, , ,1, ,1, , , ,3,2,2,6,2, ,4,1,1,16,0.2120471395, 
333334775813,1,3,9,2,1,2,1,1,2,2, ,1, , , ,5,2,3,1,1,2,1, ,3,1,2,3,2,1,1,3,2,2,1,1,1,3,1,2,1,1,3,2,2,1,3,2,1,2,2, ,2,3,2,2,1,1, ,2,1,1,1,2, , , ,1, , , , , ,3,3,2,3,5,6,6,6,1,8,1,2,3,4, ,3,3, , ,3,3,3,3,3, ,3,1, , , ,75,25,50,3,1,1,1,2,2,3,3,2, ,1,3, , ,3,3,1,3,2, , ,1, ,1, , , ,1, ,1,6,2, ,2,1,1,10,0.1991066876, 
333334775815,1,1,9,2,2,2,2,2,2,2, ,2, , , ,2,3,1,3,2,1,1, ,2,1,3,3,2,3,2,3,1,2,1,1,1,1,3,2,3,1,3,3,3,3,3,1,1,2,2, ,2,3,2,1,2,2, ,2,2, ,1,1,5, , , , , , , , ,2,2,1,2,3,6,6,6,1,1,1,5,4,3,1,3,3, , ,3,3,3,3,3, ,3,3, , , ,75,0,50,3,1,2,1,2,2,3,3,2, ,1,4, , ,3,2,1,3,2, , ,1, ,1, , , ,3,2,2,3,3, ,3,1,1,7,0.6032191314, 
333334776692,1,1,9,1,2,2,2,1,2,1,2, , , , ,1,3,4,3,2,2,1, ,2,1,1,3,2,3,2,3,2,3,2,2,2,99,99,99,1,1,2,1,3,1,1,1,99,1,2,1, ,2,1,1,2,1,2, ,2, ,1,1,99, , , , , , , , ,99,1,1,4, , , , , , ,4,99,99,4, ,3,99, , , , , , , , ,1,3, , , ,0,0,0,99,99,99,1,2,1,1,99,1,2, ,5, , ,3,3,2,3,1, , ,2, ,1, , , ,2, ,2,3,3, ,3,1,2,7,1.4968146362, 
333334776979,1,3,9,2,1,2,2, ,2,3, , ,8, , ,5,2,2,1,1,3,1, ,2,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,1,1,2,2,2,1,1,2,1,2,3, ,2,2,1,1,1,1, ,2,2, ,2, , , , , , , , , , ,2,2,1,3,3,5,4,5,1,1,1,2,2,3,3,3,3, , ,3,2,2,2,2, ,3,3, , , ,70,30,85,3,1,2,1,2,2,3,3,2, ,2,3, , ,2,3,1,1,5, , ,1, ,1, , , ,1, ,1,6,2, ,3,1,2,12,0.4997253583, 
333334777254,1,3,9,1,1,2,1,1,1,1,2, , , , ,5,1,3,1,1,3,1, ,2,1,2,3,2,1,1,2,1,2,1,1,1,3,3,3,3,1,3,3,3,3,2,2,2,1,2,1, ,3,1,2,2,2,2, ,2, ,1,2, , , ,99, , , , , ,1,1,1,1,2,5,4,3,1,1,1,1,2,2,3,3,1,3, ,1,2,3, ,2,2,2,4, , , ,100,0,100,3,2,2,2,2,1,3,2,2, ,1,2, , ,2,3,1,3,2, , ,1, ,1, , , ,1, ,1,8,1, ,2,1,1,12,0.2686975257, 
333334777307,1,1,9,2,2,4,4, ,3,3, , ,2, , ,1,4,4,1,4,2,2,1,4,1,4,4,2,1,2,1,3,2,1,1,1,2,2,2,1,2,3,3,3,3,1,1,1,1,2, ,1,3,1,1,1,1, ,3,2, ,1,1,99, , , , , , , , ,3,3,3,4, , , , , , ,5,5,5,4, ,1,1,1, ,1,3,4, ,4,4,3,4, , , ,0,0,0,3,1,1,1,1,1,4,1,1,2, ,4, , ,3,1,2,3,2, , ,1, ,3, , , ,2, ,2,3,3, ,4,1,2,8,1.3487727929, 
333334777315,1,1,9,1,2,3,2,1,2,1,2, , , , ,4,2,3,2,2,2,2,2,2,1,1,3,2,1,2,1,1,3,1,1,1,1,2,2,2,1,2,2,3,2,2,2,1,1,1,1, ,3,2,3,3,2,3, ,1,3,1,1,1, , , , , , , , ,3,2,2,3,4,5,5,5,1,1,2,4,3,2,3,3,3, , ,3,2,3,3,3, ,1,2, , ,1,100,0,0,2,1,2,1,2,1,3,1,2, ,2,4, , ,3,2,1,3,2, , ,1, ,1, , , ,1, ,1,8,1, ,3,1,2,14,1.0026655221, 
333334777317,1,1,9,1,1,1,3,2,2,2, ,1, , , ,3,1,2,2,2,4,1, ,1,1,1,1,1,1,1,1,3,1,1,2,2,1,2,2,1,1,3,2,1,2,3,1,2,2,2,3, ,3,1,1,1,1,3, ,2, ,2, , , , , , , , , , ,2,2,2,1,1,3,2,5,1,1,1,1,1,3,3,2,1,3, ,1,2,1, ,2,2,2,3, , , ,0,50,50,3,2,1,2,2,2,2,2,2, ,2,3, , ,3,2,1,3,1, , ,1, ,2, , , ,3,1,1,5,2, ,3,1,1,7,0.6960915839, 
333334777510,1,3,9,2,1,1,2,1,1,2, ,2, , , ,5,3,3,1,1,3,2,1,3,1,2,2,2,2,2,2,2,2,1,1,1,3,3,2,3,3,3,3,3,3,2,3,2,3,3, ,1,1,1,2,1,2, ,2,2, ,2, , , , , , , , , , ,4,2,2,3,5,5,5,5,1,1,2,2,2,3,3,3,2, ,3,2,3,3,3, ,2,2,3, , , ,100,10,100,3,1,1,2,1,2,3,4,2, ,1,3, , ,3,2,1,1,5, , ,1, ,1, , , ,3,1,1,8,1, ,1,1,1,13,0.5038909477, 
333334778664,1,3,9,1,1,1,2,1,2,3, , ,7, , ,3,4,3,1,1,4,2,2,1,4,1,2,2,1,4,4,2,2,1,2,1,2,1,2,1,1,3,1,2,1,2,1,1,1,3,1, ,3,2,3,1,1,1, ,1,3,1,2, , , ,7, , , , , ,1,3,4,4, , , , , , ,4,2,3,2,1,3,3, , ,3,3,3,2,2, ,1,2, , ,2,0,100,0,1,2,2,1,2,1,1,1,1,2, ,4, , ,2,3,2,3,2, , ,1, ,3, , , ,2, ,2,2,3, ,5,1,1,12,0.2597829416, 
333334779597,1,3,9,1,1,2,2, ,4,4, , , ,2, ,5,2,2,2,1,2,2,1,1,1,2,1,2,3,3,2,2,2,3,1,1,1,1,2,2,1,3,2,1,3,1,1,1,3,1,2, ,1,2,2,1,1,3, ,1,3,1,1,99, , , , , , , , ,1,3,1,3,1,3,5,2,2,2,3,1,4,3,1,1,1,1, ,1,3,2, ,4,1,1,4,2, , ,5,4,1,2,1,2,1,1,1,2,2,2, ,1,3, , ,3,1,1,3,2, , ,2, ,6, , , ,2, ,2,1,3, ,3,1,1,8,1.4511613527, 
333334779665,1,1,9,1,2,3,2,3,2,2, ,2, , , ,2,3,2,2,2,2,2,1,4,1,4,3,2,2,4,2,1,2,1,1,1,3,3,3,2,2,3,3,3,1,2,3,2,3,3,3, ,3,1,2,2,2,3, ,2, ,1,1,10, , , , , , , , ,4,3,1,3,5,6,6,6,1,1,2,2,2,3,3,3,3, , ,3,3,3,3,3, ,2,3, , , ,50,50,50,3,1,2,2,1,1,3,3,2, ,2,3, , ,1,1,1,1,5, , ,1, ,1, , , ,1, ,1,6,2, ,2,1,2,4,0.5837083963, 
333334779729,1,3,9,2,2,2,1,1,2,4, , , ,4, ,2,4,4,2,2,3,1, ,4,1,4,2,2,4,2,4,3,1,1,1,1,1,1,1,1,1,3,2,3,2,2,3,2,2,1, ,2,3,1,1,2,2, ,2,2, ,2, , , , , , , , , , ,4,4,2,3,2,6,5,5,1,1,2,2,2,4, ,2,3, , ,3,3,4,3,1, ,2,3, , , ,50,0,50,2,1,1,2,1,2,4,4,1,1, ,2, , ,3,2,1,1,6, , ,1, ,1, , , ,1, ,1,8,1, ,2,1,2,7,0.7181122733, 
333334780003,1,3,9,2,2,1,2, ,2,2, ,1, , , ,2,1,4,1,1,3,2,2,3,1,2,3,1,1,2,2,1,1,1,1,1,2,3,2,1,1,2,2,1,1,3,2,1,2,2, ,2,1,99,1,2,3, ,3,1,3,1,2, , , ,4, , , , , ,3,2,1,2,2,2,2,6,1,8,1,2,2,4, ,3,3, , ,3,2,2,2,2, ,2,4, , , ,100,30,75,3,1,1,1,1,2,4,3,2, ,1,4, , ,3,3,2,2,3, , ,1, ,3, , , ,3,1,1,3,3, ,2,1,1,14,0.1571631773, 
333334780436,1,1,9,2,1,1,1,1,1,1,2, , , , ,5,2,4,1,1,2,1, ,2,2,4,4,2,4,4,4,1,1,1,1,1,2,2,2,1,1,3,3,3,2,3,2,1,2,2, ,2,2,3,3,3,3, ,3,2, ,2, , , , , , , , , , ,3,3,3,2,2,1,6,6,1,1,1,3,3,4, ,3,1,3, ,1,3,3, ,2,2,3,2, , , ,0,0,0,3,1,1,1,2,2,3,3,1,2, ,3, , ,1,2,2,2,4, , ,1, ,6, , , ,4,99,9,2,3, ,1,1,2,4,1.2443346043, 
333334780505,1,2,9,2,2,2,2,2,2,5, , , , ,1,5,2,3,2,2,3,2,2,2,2,4,4,2,2,2,3,1,1,1,1,1,3,3,3,1,2,1,1,1,1,2,1,1,3,2, ,3,3,1,1,1,1, ,2,2, ,1,1,1, , , , , , , , ,3,2,1,3,3,6,6,6,2,2,1,4,5,3,3,3,3, , ,3,2,3,3,3, ,1,1, , ,3,80,80,50,3,1,2,1,1,1,3,99,2, ,2,4, , ,1,3,1,3,2, , ,1, ,1, , , ,99,99,9,7,1, ,3,1,2,2,1.0998883335, 
333334780619,1,3,9,2,4,4,4,4,1,5, , , , ,2,3,3,1,4,4,1,2,2,3,1,2,3,3,1,1,3,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,1,3,3,3, ,3,3,1,1,2,2, ,2,2, ,1,1,5, , , , , , , , ,2,2,2,4, , , , , , ,2,3,3,3,1,2,3, , ,3,2,3,2,2, ,2,3, , , ,1,0,0,3,1,2,1,1,2,4,1,1,2, ,4, , ,2,2,1,1,5, , ,1, ,1, , , ,4,1,1,7,1, ,2,1,2,6,0.9167198742, 
333334780818,1,1,9,2,1,2,3,2,2,3, , ,5, , ,5,2,2,2,1,3,1, ,1,1,2,3,2,1,2,3,2,2,2,2,2,1,3,2,2,1,3,3,2,2,1,2,2,3,2, ,2,1,2,1,1,1, ,1,2, ,2, , , , , , , , , , ,4,2,4,3,4,6,6,6,2,2,1,1,4,3,1,3,2, ,2,2,3,2,3, ,2,1,3, ,2, ,4,45,40,3,2,1,1,2,2,1,2,2, ,1,3, , ,2,3,1,1,6, , ,1, ,1, , , ,4,1,1,8,1, ,2,1,1,11,0.1949768562, 
333334781046,1,3,9,2,2,3,2, ,2,3, , ,5, , ,5,3,1,4,2,3,2,2,2,2,3,2,3,3,2,2,3,2,1,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,1, ,2,2,2,2,2,2, ,3,2, ,1,1,98, , , , , , , , ,4,3,2,3,5,6,6,5,1,8,2,3,4,4, ,3,3, , ,3,2,3,3,2, ,3,3, , , ,100,0,100,2,1,1,1,1,2,4,4,2, ,1,4, , ,2,4,2,2,3, , ,1, ,1, , , ,1, ,1,3,3, ,2,1,2,11,0.5728032849, 
333334781740,1,3,9,1,1,1,2,3,1,4, , , ,1, ,2,3,4,1,1,2,2,1,2,1,2,3,1,2,1,3,4,2,1,1,1,3,3,2,1,1,3,2,2,2,2,2,2,2,1,2, ,1,2,1,1,1,3, ,1,2,2, , , , , , , , , , ,2,2,2,3,4,6,6,6,2,8,2,2,3,2,3,2,3, , ,3,2,3,3,1, ,1,1, , ,3,25,50,50,3,2,2,1,1,2,2,1,1,1, ,3, , ,3,1,2,1,5, , ,1, ,2, , , ,1, ,1,7,1, ,3,1,2,8,0.906245188, 
333334781757,1,3,9,1,3,3,4, ,2,3, , ,8, , ,5,2,2,2,2,2,2,2,2,2,3,2,4,2,2,3,1,1,1,1,1,3,3,2,1,1,2,3,3,1,3,1,1,3,3,1, ,3,99,99,99,99,3, ,1,2,2, , , , , , , , , , ,3,4,2,3,5,6,6,6,1,8,1,5,99,99, ,2,3, , ,3,3,3,3,3, ,2,4, , , ,0,95,50,3,2,1,1,2,2,2,1,1,1, ,4, , ,1,4,2,3,1, , ,1, ,5, , , ,1, ,1,2,3, ,3,1,1,3,0.3644182695, 
333334781916,1,3,9,2,1,2,2,1,2,1,1, , , , ,2,3,3,1,2,2,1, ,3,2,3,3,3,1,2,2,2,2,1,1,2,2,1,3,1,2,2,1,2,1,1,3,1,2,1, ,3,2,1,3,2,2, ,3,2, ,2, , , , , , , , , , ,3,2,3,3,4,5,5,6,1,1,2,2,2,3,3,3,1,3, ,1,3,3, ,3,3,1,2,2, , ,60,0,50,2,1,1,1,2,2,4,3,2, ,2,2, , ,3,1,2,2,3, , ,1, ,1, , , ,1, ,1,7,1, ,1,1,1,10,0.3226266759, 
333334781974,1,1,9,1,2,3,3, ,2,1,2, , , , ,4,3,2,1,2,2,2,2,3,1,3,2,1,1,3,2,2,2,1,1,1,3,3,3,1,2,3,1,2,1,3,1,3,2,3,1, ,3,2,2,2,2,3, ,1,1,2, , , , , , , , , , ,3,2,2,4, , , , , , ,2,4,3,3,3,3,3, , ,3,3,3,3,2, ,3,3, , , ,75,0,75,2,1,2,2,1,2,3,3,2, ,1,4, , ,4,2,2,1,6, , ,3, ,1, , , ,1, ,1,9,1, ,2,1,1,15,0.5342773208, 
333334782291,1,3,9,1,1,1,4,4,3,1,1, , , , ,2,3,3,2,2,2,2,2,2,4,4,1,3,3,2,1,3,3,1,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,1,1, ,1,1,1,2,3,2, ,1,1,2, , , , , , , , , , ,4,4,1,3,3,6,3,6,1,1,2,2,2,3,1,2,3, , ,3,4,4,3,2, ,3,4, , , ,80,0,80,2,1,2,1,1,2,4,4,2, ,1,4, , ,3,3,1,2,4, , ,1, ,1, , , ,1, ,1,4,2, ,1,1,1,14,0.1005472309, 
